Attacker_Name,sessions,activity_recorded,activity_per_session
WB444 (Blauer Mond 5),9,30,3.3333333333333335
WB444 (Droid3t),1,1,1.0
WB444 (OutTheBox),6,7,1.1666666666666667
WB444 (Rize),13,49,3.769230769230769
WB444 (Spiritbox),1,1,1.0
WB444 (Toronto),1,2,2.0
WB444 (eLeN),4,38,9.5
WB445 (Abomni),3,48,16.0
WB445 (Myght Guy),1,27,27.0
WB445 (PandemicRoyale),1,1,1.0
WB445 (Telemachus),1,2,2.0
WB445 (Y O Y),1,7,7.0
WB445 (stewardess),1,2,2.0
WB446 (Anti Matter),3,22,7.333333333333333
WB446 (Citala),1,9,9.0
WB446 (X10A),6,17,2.8333333333333335
WB447 (Alaris),1,2,2.0
WB447 (FOXJOKE),1,2,2.0
WB447 (L1Z1X Mindnet),1,2,2.0
WB447 (Star Rider II),3,10,3.3333333333333335
WB447 (dollar),6,51,8.5
WB447 (stewardess),1,1,1.0
WB448 (Archipelago),1,2,2.0
WB448 (Bready),1,5,5.0
WB448 (gorkg),1,3,3.0
WB449 (Bready),2,15,7.5
WB449 (FOXJOKE),1,1,1.0
WB449 (Time Cop),10,26,2.6
WB45 (Abomni),3,62,20.666666666666668
WB45 (Darkhaven),1,1,1.0
WB45 (Schwarm),1,1,1.0
WB450 (FOXJOKE),3,14,4.666666666666667
WB450 (Frailty),2,3,1.5
WB450 (Igneil),2,5,2.5
WB450 (Ixius),1,2,2.0
WB450 (Llessur),1,1,1.0
WB450 (Rize),14,44,3.142857142857143
WB451 (Marmaduke),6,32,5.333333333333333
WB451 (goldstar719),1,2,2.0
WB452 (Pricey),3,9,3.0
WB452 (The Master Of Masks),4,12,3.0
WB452 (Undead kightkiller),1,14,14.0
WB453 (FOXJOKE),1,1,1.0
WB453 (Lleldorin),2,8,4.0
WB453 (Slizer88),1,1,1.0
WB453 (Undead kightkiller),2,6,3.0
WB453 (kez),1,1,1.0
WB453 (urgg the smelly),3,15,5.0
WB454 (Muninn),1,13,13.0
WB454 (Undead kightkiller),1,7,7.0
WB454 (try out),3,13,4.333333333333333
WB455 (FOXJOKE),5,22,4.4
WB455 (Myght Guy),1,2,2.0
WB455 (Sparkplug),1,2,2.0
WB455 (bloodybirne),1,3,3.0
WB455 (dollar),3,7,2.3333333333333335
WB455 (njalla),3,12,4.0
WB456 (Dark Revan),1,1,1.0
WB456 (Frailty),1,1,1.0
WB457 (Cragthorn),1,5,5.0
WB457 (JubeiSkill),7,15,2.142857142857143
WB457 (Miish_SM),2,9,4.5
WB457 (Noobie always),4,24,6.0
WB457 (Pax Sovereign),2,8,4.0
WB457 (Trevor),2,3,1.5
WB457 (heyyou),1,1,1.0
WB458 (Darkhaven),1,1,1.0
WB458 (Frailty),1,1,1.0
WB458 (PandemicRoyale),2,14,7.0
WB458 (Pauwel Kwak),9,11,1.2222222222222223
WB458 (Pax Sovereign),2,3,1.5
WB458 (Sardakk Norr),4,12,3.0
WB458 (ada153),1,2,2.0
WB459 (Davik),3,4,1.3333333333333333
WB459 (Douro),1,1,1.0
WB459 (FOXJOKE),1,1,1.0
WB459 (No Teeth),1,3,3.0
WB46 (Blue Moon),6,12,2.0
WB46 (Cragthorn),3,6,2.0
WB46 (Gargamelikos),1,1,1.0
WB46 (No Life with out Jesus),1,1,1.0
WB46 (firestarspelt),2,2,1.0
WB460 (Ethereal Pi),1,4,4.0
WB460 (NoobFl),2,3,1.5
WB460 (The house cat),2,4,2.0
WB461 (Citala),1,3,3.0
WB461 (Douro),4,33,8.25
WB461 (Drushem),1,3,3.0
WB461 (FOXJOKE),2,9,4.5
WB461 (Grass),2,10,5.0
WB461 (Still Free27),2,7,3.5
WB461 (Z02),16,112,7.0
WB462 (CarrierDragon),3,8,2.6666666666666665
WB462 (Full Moon),17,48,2.823529411764706
WB462 (Undead kightkiller),7,25,3.5714285714285716
WB462 (UnicornFlash),1,2,2.0
WB463 (Bready),1,1,1.0
WB463 (Carn Carby),1,2,2.0
WB463 (Droid3t),1,1,1.0
WB463 (Kazzo),1,1,1.0
WB463 (Slizer88),3,33,11.0
WB463 (omega),1,1,1.0
WB464 (FOXJOKE),1,4,4.0
WB465 (Archipelago),1,1,1.0
WB465 (CSE),1,6,6.0
WB465 (Undead kightkiller),8,31,3.875
WB465 (shmJmeel),2,8,4.0
WB466 (Slizer88),1,4,4.0
WB467 (Brute),5,17,3.4
WB467 (FOXJOKE),4,18,4.5
WB467 (HEALZ),1,1,1.0
WB467 (Libra-L7),1,1,1.0
WB467 (Llessur),3,16,5.333333333333333
WB467 (Lusitano),1,1,1.0
WB467 (larjulam),3,12,4.0
WB467 (pheonix 2),1,4,4.0
WB468 (Ethereal Pi),44,94,2.1363636363636362
WB468 (Naalu Collective),1,2,2.0
WB468 (Prime Evil Swarm),7,243,34.714285714285715
WB469 (Bendis),1,1,1.0
WB469 (Kelsier),7,18,2.5714285714285716
WB469 (T3MP),6,23,3.8333333333333335
WB469 (TheMerno),1,1,1.0
WB469 (nickel),1,14,14.0
WB47 (Deslock35),3,27,9.0
WB47 (Pharisee),16,72,4.5
WB47 (dotLuna),3,8,2.6666666666666665
WB47 (jeffgordon),4,6,1.5
WB470 (Secret of Mana),1,1,1.0
WB470 (gorkg),1,1,1.0
WB470 (larjulam),2,11,5.5
WB470 (urgg the smelly),1,3,3.0
WB471 (Damen),2,5,2.5
WB471 (Undead kightkiller),1,11,11.0
WB471 (black out),5,25,5.0
WB471 (iwannahockaloogie),1,7,7.0
WB472 (Alaris),1,1,1.0
WB472 (Bendis),1,2,2.0
WB472 (Blauer Mond 5),2,3,1.5
WB472 (gorkg),4,4,1.0
WB473 (Gondor),4,7,1.75
WB473 (The Eventhorizon),14,44,3.142857142857143
WB473 (colin22),5,31,6.2
WB473 (stewardess),1,1,1.0
WB474 (Alaris),1,2,2.0
WB474 (Cragthorn),4,47,11.75
WB474 (Dioikitis),1,1,1.0
WB474 (ada153),1,2,2.0
WB474 (urgg the smelly),2,9,4.5
WB475 (Bendis),2,5,2.5
WB475 (Bractish),3,8,2.6666666666666665
WB475 (FOXJOKE),3,9,3.0
WB475 (Naalu Collective),1,1,1.0
WB475 (Super Mario Bros 1),4,7,1.75
WB475 (Tom Riddle),2,4,2.0
WB476 (FrankNitti),1,4,4.0
WB476 (Lleldorin),7,27,3.857142857142857
WB476 (Mobile Muff Management),6,49,8.166666666666666
WB476 (Number XIII),1,1,1.0
WB476 (Sardakk Norr),4,16,4.0
WB476 (Secret of Mana),1,3,3.0
WB476 (Svarog),1,16,16.0
WB477 (Andromeda),1,1,1.0
WB477 (Trader Rob),1,3,3.0
WB477 (firestarspelt),1,1,1.0
WB478 (Mollari),5,10,2.0
WB478 (Undead kightkiller),3,220,73.33333333333333
WB479 (Aiken Drum),3,6,2.0
WB479 (Bendis),7,38,5.428571428571429
WB479 (BlackZ),1,1,1.0
WB479 (Grimrix),10,69,6.9
WB479 (Naalu Collective),1,1,1.0
WB48 (8Ball),7,29,4.142857142857143
WB48 (Undead kightkiller),1,7,7.0
WB48 (Yeochee),1,9,9.0
WB48 (firestarspelt2),1,5,5.0
WB48 (gorkg),1,1,1.0
WB48 (shmJmeel),7,27,3.857142857142857
WB48 (stewardess),1,1,1.0
WB480 (iwannahockaloogie),1,4,4.0
WB481 (CloseTheBox),2,2,1.0
WB481 (Imperator Princeps),1,2,2.0
WB481 (No Steam),1,1,1.0
WB481 (Orphan Sonatian),3,8,2.6666666666666665
WB482 (CSE),1,1,1.0
WB482 (RalStar52ShM),1,1,1.0
WB482 (Telemachus),1,1,1.0
WB482 (Tom Riddle),3,7,2.3333333333333335
WB482 (Veles),1,2,2.0
WB482 (Zyk),2,5,2.5
WB483 (Archipelago),6,22,3.6666666666666665
WB483 (FOXJOKE),1,2,2.0
WB483 (passenger),3,48,16.0
WB484 (Semaj),1,8,8.0
WB484 (UnicornFlash),4,17,4.25
WB485 (Harvest Moon),13,118,9.076923076923077
WB485 (The Fleety Boy),3,6,2.0
WB485 (Yeochee),1,2,2.0
WB485 (bloodybirne),3,8,2.6666666666666665
WB486 (Gradius),11,16,1.4545454545454546
WB486 (Imperator Princeps),1,3,3.0
WB486 (Savion),6,19,3.1666666666666665
WB486 (g1),2,2,1.0
WB486 (larjulam),1,10,10.0
WB487 (Hitmanoso),1,1,1.0
WB487 (MOTAA),1,4,4.0
WB487 (Tourist),1,4,4.0
WB488 (Damen),1,6,6.0
WB488 (Frailty),4,15,3.75
WB488 (Lord Fnor),4,16,4.0
WB488 (Mobile Muff Management),6,24,4.0
WB488 (Nightsky),1,4,4.0
WB489 (CSE),1,1,1.0
WB489 (Cosplay),1,1,1.0
WB489 (Grimrix),10,79,7.9
WB489 (HEALZ),6,25,4.166666666666667
WB489 (L1Z1X Mindnet),1,1,1.0
WB489 (Malystryx),5,25,5.0
WB489 (Orphan Sonatian),1,2,2.0
WB489 (PandemicRoyale),1,4,4.0
WB489 (Poe Ta Toe),15,57,3.8
WB489 (Undead kightkiller),1,1,1.0
WB489 (bloodybirne),1,1,1.0
WB49 (Gago Coutinho),2,7,3.5
WB49 (bloodybirne),1,17,17.0
WB49 (bobby bob),5,22,4.4
WB49 (gorkg),1,4,4.0
WB490 (Bendis),1,1,1.0
WB490 (Deslock35),1,2,2.0
WB490 (Street Fighter II),5,13,2.6
WB492 (Bergiton),2,105,52.5
WB492 (Bready),4,11,2.75
WB492 (Damen),1,1,1.0
WB492 (Kwade),1,1,1.0
WB492 (PandemicRoyale),1,1,1.0
WB493 (Bready),1,5,5.0
WB493 (Captain Sky),1,4,4.0
WB493 (Crazy Tom),1,2,2.0
WB493 (Epimetheus),4,42,10.5
WB493 (Lusitano),1,4,4.0
WB494 (Bendis),1,3,3.0
WB494 (Davik),2,3,1.5
WB494 (Kelsier),1,1,1.0
WB494 (RidinFleetCommander),6,25,4.166666666666667
WB494 (Silent Assassin 2),1,3,3.0
WB494 (Still Free27),1,1,1.0
WB494 (Yeochee),3,12,4.0
WB494 (Zyk),1,6,6.0
WB494 (dollar),1,9,9.0
WB495 (Ethereal Lambda),45,105,2.3333333333333335
WB495 (Noint),1,3,3.0
WB495 (Pity),6,8,1.3333333333333333
WB495 (ada153),1,1,1.0
WB495 (bloodybirne),1,1,1.0
WB495 (shmJmeel),2,2,1.0
WB496 (KingOfTheWest),1,5,5.0
WB496 (Loid),1,6,6.0
WB496 (Pilgrim),16,83,5.1875
WB496 (ReVityyfc),4,10,2.5
WB496 (dotLuna),7,25,3.5714285714285716
WB497 (Bludz),2,2,1.0
WB497 (Myght Guy),17,138,8.117647058823529
WB497 (The Eventhorizon),2,4,2.0
WB497 (firestarspelt2),1,1,1.0
WB497 (larjulam),1,3,3.0
WB498 (Citala),1,1,1.0
WB498 (DonQuixote),1,3,3.0
WB498 (Zyk),7,42,6.0
WB498 (bloodybirne),1,1,1.0
WB498 (larjulam),1,15,15.0
WB499 (Cragthorn),2,9,4.5
WB499 (L1Z1X Mindnet),1,6,6.0
WB499 (SpaceTrader),4,5,1.25
WB499 (Wanderer),3,5,1.6666666666666667
WB499 (WhiteTrashDNA),1,1,1.0
WB499 (ada153),1,3,3.0
WB5 (Bendis),2,2,1.0
WB5 (Dioikitis),1,3,3.0
WB5 (Frailty),2,24,12.0
WB5 (Myght Guy),15,179,11.933333333333334
WB5 (No Life with out Jesus),1,2,2.0
WB5 (Ophiuchus),1,2,2.0
WB5 (ada153),1,1,1.0
WB5 (gorkg),1,1,1.0
WB5 (pilotix),2,2,1.0
WB50 (Lufia II),3,3,1.0
WB50 (Myght Guy),1,3,3.0
WB50 (Tomteslask),1,3,3.0
WB50 (Trevor),1,1,1.0
WB50 (gorkg),1,7,7.0
WB500 (Blauer Mond 3),1,1,1.0
WB500 (L1Z1X Mindnet),1,2,2.0
WB500 (Morfin),2,7,3.5
WB500 (Myght Guy),1,1,1.0
WB500 (Slizer88),1,2,2.0
WB500 (gorkg),1,1,1.0
WB501 (Archipelago),2,6,3.0
WB501 (Bendis),6,19,3.1666666666666665
WB501 (Dixie Flatline),2,8,4.0
WB501 (ReVityyfc),5,11,2.2
WB501 (Trouble),1,2,2.0
WB501 (bloodybirne),1,6,6.0
WB502 (Crazy Tom),1,3,3.0
WB502 (Crypt),6,53,8.833333333333334
WB502 (eLeN),1,1,1.0
WB502 (kwilson),4,4,1.0
WB503 (Archipelago),1,1,1.0
WB503 (FOXJOKE),1,3,3.0
WB503 (Sandor),1,1,1.0
WB503 (Schwarm),3,4,1.3333333333333333
WB504 (Bendis),2,41,20.5
WB504 (Deslock35),4,14,3.5
WB504 (Frailty),1,3,3.0
WB504 (LN),9,46,5.111111111111111
WB504 (No Life with out Jesus),4,7,1.75
WB505 (Alaris),1,6,6.0
WB505 (Barony of Letnev),1,13,13.0
WB505 (Darkhaven),1,1,1.0
WB505 (FOXJOKE),1,1,1.0
WB505 (Pax Sovereign),1,3,3.0
WB505 (Sardakk Norr),12,27,2.25
WB505 (Slizer88),1,1,1.0
WB505 (Still Free27),1,1,1.0
WB505 (Undead kightkiller),1,1,1.0
WB505 (shmJmeel),1,1,1.0
WB506 (Bergiton),6,19,3.1666666666666665
WB506 (ByTheBox),1,1,1.0
WB506 (Granger),1,1,1.0
WB506 (Kazasu),1,5,5.0
WB506 (dotLuna),6,28,4.666666666666667
WB506 (nickel),2,12,6.0
WB507 (Corrupted Seeker),1,4,4.0
WB507 (Darkhaven),1,1,1.0
WB507 (Kelsier),8,12,1.5
WB507 (Lleldorin),5,10,2.0
WB507 (Myght Guy),1,3,3.0
WB507 (Zyk),5,10,2.0
WB508 (Cassidy),2,4,2.0
WB508 (Droid3t),1,2,2.0
WB508 (FOXJOKE),1,2,2.0
WB508 (Fnor),2,18,9.0
WB508 (Gerbilator),3,6,2.0
WB508 (Lleldorin),8,41,5.125
WB508 (ReVityyfc),6,14,2.3333333333333335
WB508 (Secret of Mana),1,3,3.0
WB508 (Undead kightkiller),2,15,7.5
WB508 (stewardess),1,4,4.0
WB509 (CSE),2,4,2.0
WB509 (DragonGod (Slaver)),1,1,1.0
WB509 (Gaghiel),1,2,2.0
WB509 (Super Mario Bros 1),4,5,1.25
WB51 (13 The Annihilator),1,118,118.0
WB51 (Blue Moon),3,5,1.6666666666666667
WB51 (Bready),1,2,2.0
WB51 (GAT01),3,24,8.0
WB51 (Paa Snip),4,14,3.5
WB51 (Street Fighter II),5,15,3.0
WB51 (Tom Riddle),1,2,2.0
WB51 (UnicornFlash),1,6,6.0
WB51 (dollar),1,1,1.0
WB51 (firestarspelt),1,1,1.0
WB510 (Blue Moon),1,1,1.0
WB510 (CarrierDragon),1,2,2.0
WB510 (Deslock35),2,8,4.0
WB510 (Time Cop),6,12,2.0
WB510 (Undead kightkiller),1,4,4.0
WB510 (kez),2,3,1.5
WB511 (Darkhaven),1,2,2.0
WB511 (Grasshopper),1,5,5.0
WB511 (HEALZ),1,1,1.0
WB511 (Survivor of Hathsin),4,8,2.0
WB511 (Undead kightkiller),1,20,20.0
WB511 (packer),5,37,7.4
WB512 (Deslock35),6,20,3.3333333333333335
WB512 (Federation of Sol),1,5,5.0
WB512 (Time Cop),6,35,5.833333333333333
WB513 (Kelsier),1,1,1.0
WB513 (Morfin),3,12,4.0
WB513 (ada153),1,6,6.0
WB513 (dffdsfsafsd),1,1,1.0
WB513 (zars),2,13,6.5
WB514 (Bendis),4,10,2.5
WB514 (Bready),1,2,2.0
WB514 (Davik),1,2,2.0
WB514 (Fnor),3,33,11.0
WB514 (Grass),3,13,4.333333333333333
WB514 (JubeiSkill),2,6,3.0
WB514 (T3MP),3,11,3.6666666666666665
WB515 (Anti Matter),2,4,2.0
WB515 (Bready),4,8,2.0
WB515 (Myght Guy),1,1,1.0
WB515 (Syrrex),1,11,11.0
WB516 (13 The Annihilator),4,425,106.25
WB516 (Fluffy),1,2,2.0
WB516 (Polyphia),1,1,1.0
WB517 (Bludz),1,1,1.0
WB517 (Drushem),2,24,12.0
WB517 (Schwarm),1,4,4.0
WB518 (Carn Carby),1,1,1.0
WB518 (hellguard3),2,4,2.0
WB519 (Bractish),1,1,1.0
WB519 (PandemicRoyale),1,1,1.0
WB519 (RS Ultimate),3,10,3.3333333333333335
WB519 (killer 9089),2,2,1.0
WB52 (Droid3t),1,2,2.0
WB52 (Drushem),3,18,6.0
WB52 (PandemicRoyale),1,1,1.0
WB52 (Polyphia),2,2,1.0
WB520 (CarrierDragon),11,67,6.090909090909091
WB520 (Still Free27),1,1,1.0
WB520 (bloodybirne),2,18,9.0
WB521 (Drandex),1,5,5.0
WB521 (FOXJOKE),5,13,2.6
WB521 (SafaKing),5,68,13.6
WB521 (kwilson),2,2,1.0
WB522 (Archipelago),1,1,1.0
WB522 (Gago Coutinho),1,7,7.0
WB522 (Pax Sovereign),1,1,1.0
WB522 (T3MP),1,8,8.0
WB522 (bloodybirne),2,19,9.5
WB523 (Duval),1,1,1.0
WB523 (KingOfTheNorth),1,1,1.0
WB523 (Morfin),1,3,3.0
WB523 (PandemicRoyale),3,6,2.0
WB523 (bloodybirne),1,1,1.0
WB524 (Slizer88),8,35,4.375
WB524 (hi there),1,1,1.0
WB525 (Citala),1,4,4.0
WB525 (CloseTheBox),2,13,6.5
WB525 (Darkhaven),4,8,2.0
WB525 (Drushem),5,26,5.2
WB525 (Kelsier),15,33,2.2
WB526 (Cassidy),2,3,1.5
WB526 (Trevor),2,5,2.5
WB527 (Slizer88),3,6,2.0
WB527 (The Master Of Masks),3,9,3.0
WB527 (Undead kightkiller),1,1,1.0
WB528 (Blue Moon),8,33,4.125
WB528 (Kelsier),11,25,2.272727272727273
WB528 (Undead kightkiller),3,217,72.33333333333333
WB528 (bloodybirne),1,2,2.0
WB529 (FOXJOKE),1,1,1.0
WB529 (Frailty),1,16,16.0
WB529 (GAT01),1,1,1.0
WB529 (Myght Guy),1,16,16.0
WB529 (Silent Assassin 2),1,2,2.0
WB529 (ada153),1,1,1.0
WB529 (hellguard3),1,1,1.0
WB53 (Archipelago),2,16,8.0
WB53 (Bendis),4,12,3.0
WB53 (Nayuta),1,4,4.0
WB53 (Schwarm),1,1,1.0
WB53 (Undead kightkiller),1,4,4.0
WB530 (Blauer Mond 3),6,7,1.1666666666666667
WB530 (Carn Carby),1,1,1.0
WB530 (Commander Peet),11,68,6.181818181818182
WB530 (FOXJOKE),1,6,6.0
WB530 (Frailty),1,1,1.0
WB530 (LN),2,9,4.5
WB531 (Darkhaven),2,4,2.0
WB531 (Naalu Collective),1,1,1.0
WB531 (Spacer),1,1,1.0
WB531 (Undead kightkiller),1,9,9.0
WB531 (ada153),1,7,7.0
WB531 (schizoid embolism),2,6,3.0
WB532 (Barrel of Monkeys),1,32,32.0
WB532 (Cassidy),2,4,2.0
WB532 (Ethereal Lambda),43,168,3.9069767441860463
WB532 (larjulam),4,10,2.5
WB533 (Bready),1,2,2.0
WB533 (Frailty),1,3,3.0
WB533 (RS Ultimate),2,3,1.5
WB533 (Undead kightkiller),5,46,9.2
WB534 (Kelsier),5,19,3.8
WB534 (Syrrex),1,2,2.0
WB534 (Zyk),9,36,4.0
WB535 (CSE),1,5,5.0
WB535 (Khaak),1,1,1.0
WB535 (Shoo and Scat),1,4,4.0
WB535 (TheWhiteKnight),2,2,1.0
WB536 (Citala),1,1,1.0
WB536 (FOXJOKE),5,19,3.8
WB537 (Bendis),11,47,4.2727272727272725
WB537 (Douro),9,61,6.777777777777778
WB537 (Schwarm),1,2,2.0
WB537 (Seed Spreader),1,6,6.0
WB537 (Trader Rob),1,2,2.0
WB538 (Darkhaven),3,7,2.3333333333333335
WB538 (hellguard3),1,1,1.0
WB539 (Donnie2012),1,2,2.0
WB539 (Number XIII),2,12,6.0
WB539 (Professor Z),7,76,10.857142857142858
WB539 (Undead kightkiller),2,7,3.5
WB539 (gorkg),3,7,2.3333333333333335
WB54 (Bendis),15,70,4.666666666666667
WB54 (Bready),1,1,1.0
WB54 (Frailty),1,1,1.0
WB54 (Orphan Sonatian),2,12,6.0
WB540 (Bractish),1,3,3.0
WB540 (Bready),3,6,2.0
WB540 (Claerwyn),1,13,13.0
WB540 (Douro),2,3,1.5
WB540 (dotLuna),2,4,2.0
WB541 (The Fleety Boy),1,1,1.0
WB541 (Undead kightkiller),3,13,4.333333333333333
WB542 (Contra),1,2,2.0
WB542 (FOXJOKE),1,4,4.0
WB542 (Kamikaza),6,29,4.833333333333333
WB543 (Archipelago),6,21,3.5
WB544 (Captain Doge),1,1,1.0
WB544 (dotLuna),1,5,5.0
WB545 (Spiritbox),1,1,1.0
WB545 (zeldion),2,4,2.0
WB546 (Kamikaza),2,14,7.0
WB546 (Noodle420),1,2,2.0
WB546 (UnicornFlash),1,2,2.0
WB546 (fly fast kill hard ect),1,3,3.0
WB547 (Blauer Mond 5),9,43,4.777777777777778
WB547 (Pod Wrecker),7,71,10.142857142857142
WB547 (Shadowmaster),5,35,7.0
WB548 (Bready),2,19,9.5
WB548 (Carn Carby),1,2,2.0
WB548 (Kekistan),1,2,2.0
WB548 (Lusitano),5,13,2.6
WB548 (ada153),1,1,1.0
WB549 (Bendis),1,29,29.0
WB549 (Bergiton),6,15,2.5
WB549 (Gago Coutinho),1,1,1.0
WB549 (Lazerus),5,65,13.0
WB549 (Prom Star),1,1,1.0
WB549 (Slizer88),1,5,5.0
WB549 (UnicornFlash),1,2,2.0
WB549 (hellguard3),2,17,8.5
WB55 (Harvest Moon),13,107,8.23076923076923
WB55 (njalla),1,2,2.0
WB550 (Blauer Mond),1,1,1.0
WB550 (Ethereal Mu),1,5,5.0
WB550 (Sagittarius),3,6,2.0
WB550 (Sherman),1,7,7.0
WB550 (T3MP),4,5,1.25
WB551 (Fnor),6,49,8.166666666666666
WB551 (Mammoth Tank),1,14,14.0
WB551 (Tourist),1,1,1.0
WB551 (bloodybirne),1,14,14.0
WB552 (Alaris),1,6,6.0
WB552 (Archipelago),1,4,4.0
WB552 (Blauer Mond 3),1,1,1.0
WB553 (Archipelago),4,5,1.25
WB553 (B Fife),8,37,4.625
WB553 (Darth Joshua),1,2,2.0
WB553 (Gerbilator),2,15,7.5
WB553 (Grass),1,1,1.0
WB553 (Possible),2,6,3.0
WB553 (ReVityyfc),2,2,1.0
WB553 (pilotix),1,1,1.0
WB554 (Littlefinger),2,53,26.5
WB554 (Mujika),2,5,2.5
WB554 (Muninn),1,12,12.0
WB554 (Slizer88),1,1,1.0
WB554 (The Eventhorizon),3,5,1.6666666666666667
WB554 (Zyk),2,5,2.5
WB555 (CSE),1,4,4.0
WB555 (Toronto),1,1,1.0
WB555 (UnicornFlash),3,18,6.0
WB555 (try out),1,2,2.0
WB556 (Frailty),1,1,1.0
WB556 (Hardcore),4,20,5.0
WB556 (Myght Guy),1,5,5.0
WB556 (PeriPock),1,1,1.0
WB556 (Pung),2,4,2.0
WB556 (Slizer88),2,13,6.5
WB556 (sparkles),2,14,7.0
WB557 (Bready),3,24,8.0
WB557 (Claerwyn),3,17,5.666666666666667
WB557 (Droid3t),1,1,1.0
WB557 (dollar),7,44,6.285714285714286
WB557 (larjulam),3,28,9.333333333333334
WB558 (Darkhaven),2,4,2.0
WB558 (Telemachus),1,1,1.0
WB558 (Undead Noint),1,2,2.0
WB559 (Darkhaven),1,1,1.0
WB559 (Ethereal Mu),24,50,2.0833333333333335
WB559 (FOXJOKE),1,1,1.0
WB559 (Fleet Master 3000),2,5,2.5
WB559 (Sardakk Norr),8,17,2.125
WB559 (Still Free27),1,4,4.0
WB56 (BlackZ),1,3,3.0
WB56 (Drushem),2,5,2.5
WB56 (Marmaduke 3),2,3,1.5
WB56 (stewardess),1,1,1.0
WB560 (Cragthorn),3,13,4.333333333333333
WB560 (Drandex),1,4,4.0
WB560 (Poe Ta Toe),9,23,2.5555555555555554
WB560 (ReVityyfc),1,2,2.0
WB561 (DownAndBelow),2,9,4.5
WB561 (Gago Coutinho),1,5,5.0
WB561 (Miish_SM),1,8,8.0
WB562 (Aiken Drum),6,8,1.3333333333333333
WB562 (Bendis),1,1,1.0
WB562 (Colonist),3,3,1.0
WB562 (Harvest Moon),40,556,13.9
WB562 (Time Cop),3,5,1.6666666666666667
WB563 (Agnes),2,10,5.0
WB563 (Bendis),1,14,14.0
WB563 (GAT01),1,2,2.0
WB563 (Paradise Lost),1,1,1.0
WB564 (Marmaduke 4),4,23,5.75
WB564 (Sandor),1,2,2.0
WB564 (Shantone02),13,216,16.615384615384617
WB564 (Sherman),2,8,4.0
WB564 (gorkg),1,3,3.0
WB564 (hellguard3),1,1,1.0
WB564 (jmeelFC),1,2,2.0
WB564 (stewardess),1,1,1.0
WB565 (Citala),1,2,2.0
WB565 (Droid3t),1,1,1.0
WB565 (Pax Sovereign),1,3,3.0
WB565 (bloodybirne),2,16,8.0
WB566 (Undead Bready),1,1,1.0
WB566 (bloodybirne),1,3,3.0
WB567 (Bro Co Lee),6,44,7.333333333333333
WB567 (Deslock35),2,48,24.0
WB567 (FOXJOKE),18,170,9.444444444444445
WB567 (Incandescent),1,4,4.0
WB567 (Kelsier),9,15,1.6666666666666667
WB567 (LN),7,36,5.142857142857143
WB567 (UnicornFlash),1,4,4.0
WB568 (Marmaduke 3),2,3,1.5
WB568 (Silent Assassin 2),1,13,13.0
WB568 (Undead kightkiller),3,13,4.333333333333333
WB568 (Yeochee),1,1,1.0
WB568 (dam it),3,4,1.3333333333333333
WB569 (GAT01),1,1,1.0
WB569 (Paradise Lost),1,2,2.0
WB569 (Undead kightkiller),2,2,1.0
WB57 (Pax Sovereign),1,1,1.0
WB57 (Possible),3,4,1.3333333333333333
WB57 (Silent Assassin 2),2,12,6.0
WB57 (The Creator),1,1,1.0
WB570 (Drushem),1,13,13.0
WB570 (FOXJOKE),1,34,34.0
WB570 (Gago Coutinho),1,1,1.0
WB570 (Y O Y),1,1,1.0
WB570 (hellguard3),1,5,5.0
WB571 (Citala),1,16,16.0
WB572 (Anti Matter),4,31,7.75
WB572 (Citala),1,13,13.0
WB572 (GAT01),1,3,3.0
WB573 (Bendis),2,2,1.0
WB573 (BipolarJuice),2,7,3.5
WB573 (Montgomery Scott),4,11,2.75
WB573 (Y O Y),4,5,1.25
WB574 (FOXJOKE),1,3,3.0
WB574 (The Fleety Boy),1,4,4.0
WB575 (Captain Sky),1,2,2.0
WB575 (FOXJOKE),1,4,4.0
WB575 (LN),6,64,10.666666666666666
WB575 (bloodybirne),3,20,6.666666666666667
WB575 (dotLuna),1,2,2.0
WB575 (gorkg),4,9,2.25
WB576 (Bludz),2,5,2.5
WB576 (Duval),2,4,2.0
WB577 (Anti Matter),1,11,11.0
WB577 (Darkhaven),1,1,1.0
WB577 (Dioikitis),1,5,5.0
WB577 (Stainless),3,4,1.3333333333333333
WB577 (bloodybirne),5,42,8.4
WB577 (hellguard3),1,21,21.0
WB578 (Yeochee),1,1,1.0
WB578 (killer 9089),2,5,2.5
WB579 (Captain Sky),1,2,2.0
WB579 (Droid3t),1,1,1.0
WB58 (Bendis),7,12,1.7142857142857142
WB58 (Bractish),1,2,2.0
WB58 (Myght Guy),1,2,2.0
WB58 (Number of the Beast),1,3,3.0
WB58 (Spiritbox),1,3,3.0
WB58 (Yeochee),2,2,1.0
WB580 (CSE),4,11,2.75
WB580 (Ethereal Pi),1,1,1.0
WB580 (The house cat),1,2,2.0
WB580 (Wanderer),1,1,1.0
WB581 (Blauer Mond 3),1,1,1.0
WB581 (Ethereal Lambda),2,2,1.0
WB581 (JubeiSkill),8,37,4.625
WB581 (VirtualShadow),1,4,4.0
WB581 (mountaindew),1,1,1.0
WB581 (valkyre),3,3,1.0
WB582 (Andromeda),1,1,1.0
WB582 (DonQuixote),13,19,1.4615384615384615
WB582 (FOXJOKE),1,1,1.0
WB582 (Federation of Sol),1,1,1.0
